,gene,mean_spearman,combined_p
28974,SCN8A,-0.120194074271219,1.33226762955019e-15
25189,NOS1,-0.120080323574207,1.11022302462516e-15
25214,NPAS2,-0.11990958624772,1.11022302462516e-15
33288,WNT6,-0.119778834769617,1.11022302462516e-15
4739,AC083902.1,-0.119770375489234,1.3877787807814502e-15
24410,MTCL1,-0.119762388431154,9.992007221626409e-16
7057,AC120045.1,-0.119718725810932,9.992007221626409e-16
28963,SCN1A,-0.119399191635238,1.6098233857064801e-15
20200,JPH1,-0.119116799219818,1.33226762955019e-15
27171,PPP1R16B,-0.119069517183579,1.11022302462516e-15
32001,TPCN2,-0.11904694471281,9.992007221626409e-16
29324,SH3RF3,-0.118823105836734,1.33226762955019e-15
7949,ADAM10,-0.118648740737194,9.992007221626409e-16
6109,AC103681.2,-0.118529530634361,9.992007221626409e-16
14519,CDH11,-0.118386570444205,1.11022302462516e-15
19709,IGF2BP2,-0.118354608115952,1.33226762955019e-15
16379,DNM3,-0.11815196185815,1.11022302462516e-15
8012,ADCY3,-0.118056566706698,1.33226762955019e-15
20109,ITGB1BP1,-0.117935372138947,1.11022302462516e-15
11560,ANKRD13A,-0.117860372887657,9.992007221626409e-16
11621,ANKS1B,-0.117850154156862,1.33226762955019e-15
34022,ZNF469,-0.117784941259223,1.33226762955019e-15
14645,CELF2,-0.117530911792929,1.11022302462516e-15
32604,TYW1B,-0.117489478183076,9.992007221626409e-16
30605,STARD3,-0.117387102953104,1.33226762955019e-15
6517,AC107208.1,-0.117228913741497,1.3877787807814502e-15
26583,PHLPP1,-0.117219280629712,1.11022302462516e-15
17583,FBXL16,-0.117024555370789,9.992007221626409e-16
3621,AC025887.2,-0.11701688897483,1.3877787807814502e-15
15199,CNTN5,-0.11688959590688,1.33226762955019e-15
45328,ENSG00000257545,-0.116627242647529,9.992007221626409e-16
24141,MOB3B,-0.116596342128249,1.11022302462516e-15
18495,GML,-0.116358899117006,1.11022302462516e-15
14657,CEMIP2,-0.116142010181277,1.11022302462516e-15
23285,LRRTM3,-0.116082308246207,1.5543122344752201e-15
15226,COG5,-0.116002071591649,1.4988010832439601e-15
39203,DDIT4L-AS1,-0.115943698174391,9.992007221626409e-16
2493,AC013391.2,-0.115647908665497,1.11022302462516e-15
12630,ARNTL,-0.11545509908025,1.11022302462516e-15
24619,MYOM1,-0.115285918058461,9.992007221626409e-16
750,AC005906.2,-0.115238618375837,1.3877787807814502e-15
31550,TMEFF1,-0.115222619298786,9.992007221626409e-16
24384,MSRB3,-0.114930311078188,1.6098233857064801e-15
28652,RPS6KA5,-0.114789634108677,1.33226762955019e-15
31583,TMEM132A,-0.114772916822487,9.992007221626409e-16
796,AC006058.1,-0.114695370496818,1.3877787807814502e-15
19789,IGSF9B,-0.114694078810159,1.33226762955019e-15
15101,CLSTN3,-0.114638326270399,1.33226762955019e-15
15960,DCX,-0.114577216952959,1.11022302462516e-15
18688,GPR158,-0.114467401243238,1.11022302462516e-15
13856,CACNA1B,-0.114438611841626,1.33226762955019e-15
27203,PPP2R2A,-0.114353267592483,1.11022302462516e-15
24773,NCAM2,-0.114082884858303,1.11022302462516e-15
18673,GPR137C,-0.114069270605229,1.11022302462516e-15
30180,SOHLH1,-0.113612535512148,1.11022302462516e-15
13280,BRINP1,-0.113591599790435,9.992007221626409e-16
30125,SNTG1,-0.113464562227692,1.6098233857064801e-15
39773,PELO-AS1,-0.113397546061942,9.992007221626409e-16
8243,AGRN,-0.113186002462002,1.11022302462516e-15
7801,AC246817.1,-0.112942226076807,1.3877787807814502e-15
24968,NEXN,-0.112867567152579,1.11022302462516e-15
11493,AMMECR1,-0.112442469671279,1.33226762955019e-15
25532,OBSCN,-0.112309681372327,1.11022302462516e-15
42013,LINC03021,-0.112273541625721,9.992007221626409e-16
30091,SNHG4,-0.112077460332142,1.11022302462516e-15
42863,ENSG00000261402,-0.111675080630043,9.992007221626409e-16
39959,ENSG00000251314,-0.11165300066795,9.992007221626409e-16
2118,AC011306.1,-0.111643595929227,1.3877787807814502e-15
31998,TPBG,-0.111607002775392,1.6098233857064801e-15
26078,PAM,-0.111569446587456,1.5543122344752201e-15
16385,DNMT3A,-0.11156669440704,1.11022302462516e-15
16873,ELOVL5,-0.111514801537095,1.33226762955019e-15
23155,LRATD2,-0.111391922922033,1.11022302462516e-15
30183,SORBS1,-0.111304459623497,1.33226762955019e-15
14540,CDH8,-0.111284792026968,1.6098233857064801e-15
15111,CLVS1,-0.111227228075708,1.6098233857064801e-15
7184,AC125618.1,-0.111159079065908,1.11022302462516e-15
21035,LIN28B-AS1,-0.111004254666047,1.33226762955019e-15
14644,CELF1,-0.110885959865393,1.11022302462516e-15
19174,HHIPL1,-0.110825418566179,1.0547118733939e-15
38750,TTC14-DT,-0.110817828998289,9.992007221626409e-16
6201,AC104123.1,-0.110774674871193,9.992007221626409e-16
27204,PPP2R2B,-0.110640918825021,1.33226762955019e-15
20291,KCNH1,-0.110510484897837,1.11022302462516e-15
20270,KCNB2,-0.110484379264658,1.33226762955019e-15
7869,ACOXL,-0.110483806887041,1.6098233857064801e-15
27892,RADIL,-0.110259553787654,1.6098233857064801e-15
19077,HDAC2-AS2,-0.110030271034473,1.33226762955019e-15
32729,UBTD2,-0.109814506060457,1.11022302462516e-15
26659,PIK3R1,-0.109553219180404,1.33226762955019e-15
30609,STARD5,-0.109526533888486,1.0547118733939e-15
26661,PIK3R3,-0.109524057683865,1.11022302462516e-15
17335,FAM168B,-0.109509459792848,9.992007221626409e-16
48102,ENSG00000262533,-0.109456937904503,9.992007221626409e-16
25453,NUMB,-0.109408445236542,9.992007221626409e-16
31017,TBC1D12,-0.109398500594413,1.33226762955019e-15
26392,PDK3,-0.109237241794882,1.11022302462516e-15
15194,CNTN2,-0.109177345838332,1.27675647831893e-15
26802,PLCG2,-0.109095046260485,2.66453525910038e-15
32328,TRPM2,-0.10902690971064,1.11022302462516e-15
24758,NBPF12,-0.108987492844064,1.5543122344752201e-15
27983,RASGRP2,-0.108961487216309,1.11022302462516e-15
11647,ANTXR1,-0.108910912393441,9.992007221626409e-16
25284,NQO1,-0.108859895852227,1.11022302462516e-15
22662,LINC02462,-0.108512028098877,1.22124532708767e-15
26829,PLEKHA6,-0.108471248137801,1.11022302462516e-15
18792,GRID1,-0.108458433329606,1.33226762955019e-15
24886,NDUFS3,-0.108317637961796,1.33226762955019e-15
16245,DLGAP3,-0.108299838928802,1.5543122344752201e-15
17401,FAM222A,-0.108288968319175,1.11022302462516e-15
27712,PVT1,-0.10784219772598,1.27675647831893e-15
31066,TBL1X,-0.107797865373043,1.11022302462516e-15
13883,CACNG2,-0.107755971313139,1.11022302462516e-15
13036,BATF,-0.107733672919593,9.992007221626409e-16
14733,CERS4,-0.10765607894964,1.11022302462516e-15
45776,NALF1,-0.107488243721677,9.992007221626409e-16
23113,LNX1,-0.107424818504979,1.6098233857064801e-15
28275,RHBDL3,-0.107346545880215,1.11022302462516e-15
14265,CCDC88C,-0.107080331263097,1.33226762955019e-15
15511,CRTC1,-0.1069795025602,1.11022302462516e-15
18167,GALNT1,-0.106729960222536,1.11022302462516e-15
13322,BTBD7,-0.106633335438141,9.992007221626409e-16
20443,KIAA0232,-0.106596037833486,1.11022302462516e-15
14798,CFTR,-0.106547142391489,1.33226762955019e-15
16665,EDIL3,-0.106472407386451,1.33226762955019e-15
20259,KCNA2,-0.106434613575669,1.6098233857064801e-15
30529,SSPO,-0.106364358251505,1.11022302462516e-15
17942,FOXP1,-0.106192487632779,1.22124532708767e-15
7840,ACE,-0.106109984490525,1.11022302462516e-15
4613,AC079385.2,-0.106098090091476,1.3877787807814502e-15
17498,FAM83D,-0.106073255310682,1.33226762955019e-15
14073,CAVIN4,-0.106066432034475,9.992007221626409e-16
27593,PTCHD4,-0.105800783308066,1.33226762955019e-15
16723,EFNB2,-0.105781919379473,1.99840144432528e-15
7984,ADAMTS5,-0.105729357214194,1.4988010832439601e-15
25331,NRG3,-0.105581743234199,1.99840144432528e-15
22460,LINC02249,-0.105505172804662,1.11022302462516e-15
25533,OBSCN-AS1,-0.10547169893568,1.11022302462516e-15
1408,AC008691.1,-0.105464589762624,1.3877787807814502e-15
17995,FRMD4B,-0.105121880923886,1.22124532708767e-15
14065,CATSPERG,-0.104955376013857,1.11022302462516e-15
51133,ENSG00000289084,-0.104954317489605,9.992007221626409e-16
13439,C11orf24,-0.10471373191513,9.992007221626409e-16
23681,MC1R,-0.104705726047275,1.33226762955019e-15
46758,ENSG00000287704,-0.104592031594045,9.992007221626409e-16
12537,ARHGEF2,-0.104548834870043,1.33226762955019e-15
770,AC005972.3,-0.104439366317274,1.11022302462516e-15
26662,PIK3R4,-0.104281455625554,1.0547118733939e-15
26542,PHC2,-0.104278337753639,1.33226762955019e-15
31655,TMEM196,-0.104259455157436,1.99840144432528e-15
27319,PRKAG3,-0.104219015701488,9.992007221626409e-16
15912,DCAF6,-0.104202988667302,1.11022302462516e-15
24518,MXRA7,-0.104196505745359,1.11022302462516e-15
4191,AC068722.1,-0.104189021087851,1.11022302462516e-15
24949,NETO1,-0.104070145607308,1.33226762955019e-15
31570,TMEM120B,-0.104048816595003,1.33226762955019e-15
15919,DCBLD2,-0.104034212369312,1.33226762955019e-15
23738,MDFIC2,-0.103925051598516,1.33226762955019e-15
23506,MAN2B2,-0.103915404218024,9.992007221626409e-16
30867,SYT12,-0.103899398303969,9.992007221626409e-16
8019,ADCY9,-0.103750858978813,1.33226762955019e-15
46631,ENSG00000259906,-0.103559210699267,9.992007221626409e-16
17489,FAM78A,-0.103555188139032,1.33226762955019e-15
13702,C3orf52,-0.103537045198346,1.4988010832439601e-15
31128,TCF3,-0.103130002414614,1.11022302462516e-15
20138,ITPKA,-0.102891152647376,1.11022302462516e-15
17714,FGD4,-0.102860346408713,1.33226762955019e-15
25610,OPCML-IT1,-0.102708217275396,1.33226762955019e-15
18176,GALNT18,-0.1026461969576,1.6098233857064801e-15
9749,AL160313.1,-0.10259717874582,1.11022302462516e-15
3560,AC025366.1,-0.102513022829593,1.3877787807814502e-15
29323,SH3RF2,-0.102368482717981,1.33226762955019e-15
39774,ENSG00000288539,-0.1023562060795,9.992007221626409e-16
24717,NAPEPLD,-0.102319799945077,1.6098233857064801e-15
24405,MTA3,-0.102229774708382,1.0547118733939e-15
18932,GUCY1A1,-0.102185048570184,1.11022302462516e-15
20188,JDP2,-0.102135105261428,1.33226762955019e-15
12691,ASB18,-0.10205247268602,1.11022302462516e-15
37688,ENSG00000286481,-0.102021833161181,9.992007221626409e-16
12950,AZIN2,-0.102007182144356,1.22124532708767e-15
19376,HOMER1,-0.101908796125338,1.6098233857064801e-15
10033,AL354702.2,-0.101819426659429,1.33226762955019e-15
43066,ENSG00000285634,-0.101808804853791,9.992007221626409e-16
156,AC002069.2,-0.10166202882451,1.11022302462516e-15
25619,OPRD1,-0.101645318252215,1.11022302462516e-15
17201,EYA1,-0.1016143962207,1.6098233857064801e-15
40096,ENSG00000250994,-0.101563985989551,9.992007221626409e-16
17135,ETNK2,-0.10155389255846,1.11022302462516e-15
25938,OTOF,-0.10154116165231,1.6098233857064801e-15
26349,PDE1B,-0.101522020582288,1.6098233857064801e-15
17731,FGF14-IT1,-0.101436658135048,1.5543122344752201e-15
12343,AP1G2,-0.101406789343591,1.33226762955019e-15
30304,SPATA6,-0.101401197418217,1.33226762955019e-15
14539,CDH7,-0.101379405914936,1.11022302462516e-15
29407,SIL1,-0.101314663750117,1.5543122344752201e-15
15679,CUBN,-0.10125489724233,1.33226762955019e-15
11074,AL590814.1,-0.101182784458582,1.3877787807814502e-15
12958,B3GALT5,-0.101054703325891,1.33226762955019e-15
32400,TSPAN9,-0.101049515998795,1.33226762955019e-15
29041,SEC14L1,-0.101027140365526,1.6098233857064801e-15
20264,KCNAB1,-0.100912186432916,1.72084568816899e-15
20402,KDM2B,-0.10073653524937,1.27675647831893e-15
23087,LMO2,-0.100653357329226,1.11022302462516e-15
12501,ARHGAP27,-0.100565730444965,1.11022302462516e-15
17311,FAM155A,-0.100459138246782,1.72084568816899e-15
32390,TSPAN2,-0.100420720789418,1.6098233857064801e-15
11464,ALPK1,-0.100361862899952,1.11022302462516e-15
24096,MME-AS1,-0.100312401469364,1.33226762955019e-15
14648,CELF2-DT,-0.100247217398766,1.88737914186277e-15
1227,AC007996.1,-0.100186341497179,1.3877787807814502e-15
33302,WSCD2,-0.100171723840185,1.33226762955019e-15
31251,TEX15,-0.100135912568177,1.33226762955019e-15
30697,STRBP,-0.10004310793027,1.33226762955019e-15
33749,ZHX2,0.100012044912111,1.22124532708767e-15
32559,TUT4,0.100058891136177,1.33226762955019e-15
24469,MTRR,0.100124830345922,1.11022302462516e-15
28429,RNF152,0.100363326715746,1.33226762955019e-15
13752,C6orf118,0.100509648417665,1.11022302462516e-15
25335,NRIP1,0.10059280172126,1.6098233857064801e-15
30390,SPON1,0.100628192174771,1.11022302462516e-15
30923,TAF1B,0.100707170451203,1.27675647831893e-15
17778,FILIP1,0.100729164485859,1.33226762955019e-15
20456,KIAA1109,0.100938183315226,1.3877787807814502e-15
17066,ERICH3,0.101069153467803,1.33226762955019e-15
6399,AC105393.2,0.101303838331831,1.11022302462516e-15
16372,DNER,0.101317239787601,1.33226762955019e-15
22148,LINC01901,0.101346639750272,1.11022302462516e-15
29315,SH3GL3,0.101389701950253,1.5543122344752201e-15
26530,PGRMC1,0.101469667593539,1.6098233857064801e-15
18394,GIPR,0.101503684728295,1.33226762955019e-15
8217,AGBL3,0.101699304399577,1.4988010832439601e-15
30795,SUSD4,0.101725359008755,1.33226762955019e-15
17459,FAM47E,0.101780305551144,1.11022302462516e-15
12991,BAALC,0.10185494270723,1.11022302462516e-15
15193,CNTN1,0.101902202389997,1.11022302462516e-15
23334,LUC7L2,0.102027977002748,1.11022302462516e-15
34141,ZNF611,0.102138167736082,1.11022302462516e-15
29238,SFPQ,0.102173783847267,1.33226762955019e-15
32899,USP24,0.102206590835273,1.11022302462516e-15
14857,CHM,0.102440750865737,9.992007221626409e-16
13796,C8orf88,0.102547242094437,1.33226762955019e-15
28461,RNF217,0.102689945223163,1.11022302462516e-15
19776,IGSF1,0.102706399698602,1.6098233857064801e-15
13132,BEX2,0.102797554641665,1.11022302462516e-15
47214,TARS3,0.102819226075216,9.992007221626409e-16
14152,CCDC146,0.102853703162939,1.6098233857064801e-15
2716,AC016745.1,0.102867904470004,1.77635683940025e-15
20287,KCNG1,0.102917787732297,1.6098233857064801e-15
27697,PUM3,0.10291796506683,1.33226762955019e-15
43314,ENSG00000228877,0.102968463960755,9.992007221626409e-16
20368,KCNT2,0.103060855301321,1.99840144432528e-15
18940,GULP1,0.10306299723127,1.33226762955019e-15
12472,ARFGEF1,0.103150873760614,9.992007221626409e-16
29067,SEC62,0.103183255021359,1.11022302462516e-15
26885,PLPPR1,0.103354205792123,1.5543122344752201e-15
32910,USP31,0.103461032874322,1.11022302462516e-15
23468,MAGI2,0.10373464946658,1.33226762955019e-15
1985,AC010632.1,0.103796999967721,1.11022302462516e-15
31855,TMX3,0.103848628028609,1.22124532708767e-15
40391,ENSG00000289842,0.103955155844355,9.992007221626409e-16
27135,PPIP5K2,0.10422513995468,1.11022302462516e-15
10604,AL390961.1,0.104342453937112,1.72084568816899e-15
40921,ENSG00000288560,0.10446721797855,9.992007221626409e-16
19362,HNRNPDL,0.104553882093335,1.11022302462516e-15
28269,RHBDD2,0.104708486686469,1.33226762955019e-15
27442,PRRC2C,0.104783634898664,1.99840144432528e-15
8192,AFDN,0.104858540076132,1.33226762955019e-15
29113,SEMA6A,0.10521107690648,1.33226762955019e-15
21087,LINC00271,0.10528991895755,1.3877787807814502e-15
27269,PRDM2,0.105382583118571,1.27675647831893e-15
33299,WSB1,0.105454758344478,1.33226762955019e-15
29203,SESN3,0.105476284636802,1.6098233857064801e-15
31254,TEX26,0.105645088220257,1.11022302462516e-15
24912,NEDD4,0.105665103730574,1.11022302462516e-15
27332,PRKCI,0.105705149969675,1.11022302462516e-15
7648,AC231759.2,0.105793398768086,1.3877787807814502e-15
23793,MEF2A,0.105815518871388,1.33226762955019e-15
28546,RPL10,0.105823872467332,1.11022302462516e-15
26842,PLEKHG5,0.105847701652449,1.11022302462516e-15
6611,AC108452.1,0.105905290866854,1.11022302462516e-15
24832,NDN,0.106031914970434,1.33226762955019e-15
8024,ADD3,0.106056949440034,1.11022302462516e-15
24755,NBPF1,0.106135559551185,1.11022302462516e-15
18816,GRK3,0.106141557920254,1.6098233857064801e-15
30729,STXBP1,0.106252527662425,1.33226762955019e-15
26067,PAK3,0.106468871427599,1.11022302462516e-15
27088,POU6F2,0.106517707957677,9.992007221626409e-16
17343,FAM171B,0.106616591138107,1.33226762955019e-15
5446,AC092691.1,0.106699375287318,1.11022302462516e-15
18467,GLS,0.106774719317926,1.6098233857064801e-15
8308,AKAP13,0.106803606970422,1.5543122344752201e-15
23280,LRRN3,0.10681824010564,1.6098233857064801e-15
2381,AC012368.1,0.107064740945734,1.11022302462516e-15
7933,ACVR2A,0.107072721858475,1.27675647831893e-15
27819,RAB3C,0.107097065882953,1.5543122344752201e-15
16438,DPH6-DT,0.107226186484086,1.11022302462516e-15
27325,PRKCA,0.107342210043929,1.33226762955019e-15
22115,LINC01865,0.107455986591709,1.11022302462516e-15
517,AC005162.3,0.107617680510926,1.11022302462516e-15
18434,GLDN,0.10764167396713,9.992007221626409e-16
31619,TMEM164,0.107742083344991,1.11022302462516e-15
41332,HYCC1,0.10779779496279,9.992007221626409e-16
12378,APC,0.107816228254683,9.992007221626409e-16
51280,ENSG00000281091,0.107910923082614,9.992007221626409e-16
32433,TTC13,0.107956076319321,9.992007221626409e-16
27202,PPP2R1B,0.107975301572859,1.11022302462516e-15
15922,DCDC1,0.108002418073644,1.33226762955019e-15
18131,GABRG2,0.108089435757344,1.11022302462516e-15
1470,AC008786.1,0.108245607024937,1.3877787807814502e-15
33658,ZDBF2,0.108247795853656,1.6098233857064801e-15
16433,DPH1,0.108249353427737,1.11022302462516e-15
696,AC005740.5,0.108259602694998,9.992007221626409e-16
28426,RNF149,0.108404622620543,1.33226762955019e-15
6241,AC104407.1,0.108435286003679,1.77635683940025e-15
14953,CIRBP,0.108540708180989,1.4988010832439601e-15
11101,AL591501.1,0.10856722375092,1.3877787807814502e-15
16937,ENOSF1,0.108704645063595,1.11022302462516e-15
13955,CAND1,0.10877158188491,1.22124532708767e-15
31866,TNFAIP8L3,0.10888901877616,1.33226762955019e-15
4526,AC078905.1,0.108978574310569,1.11022302462516e-15
29949,SMC6,0.108991197479483,1.11022302462516e-15
32573,TXLNB,0.109011646361799,1.4988010832439601e-15
26889,PLPPR5,0.109026199454347,1.33226762955019e-15
30492,SRRM2,0.109042934341324,1.27675647831893e-15
18510,GNAI2,0.109111942549684,1.33226762955019e-15
17248,FADS3,0.109168420700586,1.11022302462516e-15
13330,BTG1,0.10922723033119,1.11022302462516e-15
17866,FNDC9,0.109538990861065,1.11022302462516e-15
17993,FRMD3,0.109734596872352,1.27675647831893e-15
20513,KIF3A,0.110116885733956,1.11022302462516e-15
33539,Z99572.1,0.110273383863926,1.11022302462516e-15
26712,PJA1,0.110667706366393,1.33226762955019e-15
27132,PPIL4,0.110760662243317,1.11022302462516e-15
26934,PNCK,0.110889318010119,1.33226762955019e-15
23292,LSAMP,0.110966891395239,1.11022302462516e-15
41496,ENSG00000285741,0.111212412030706,9.992007221626409e-16
17023,EPS8L2,0.111223733179063,9.992007221626409e-16
18871,GSTA4,0.111281207645845,9.992007221626409e-16
13035,BASP1-AS1,0.111282807951837,1.33226762955019e-15
19357,HNRNPA2B1,0.111557921049325,1.11022302462516e-15
5683,AC093787.2,0.111559438146702,1.3877787807814502e-15
24177,MOV10,0.111577903663807,1.11022302462516e-15
17286,FAM122C,0.111649405100936,1.3877787807814502e-15
16508,DSEL,0.112114727685497,1.33226762955019e-15
17861,FNDC3B,0.112257317780584,9.992007221626409e-16
15204,CNTNAP3B,0.112281483764571,1.33226762955019e-15
33768,ZMAT1,0.112316349439806,1.11022302462516e-15
20500,KIF21B,0.112695524570469,1.33226762955019e-15
16375,DNM1,0.112999919322372,1.33226762955019e-15
34219,ZNF706,0.113249327340153,1.11022302462516e-15
24436,MTM1,0.113540921009372,1.11022302462516e-15
42390,ENSG00000285971,0.113806989957793,9.992007221626409e-16
13134,BEX4,0.113911875611814,1.11022302462516e-15
8288,AJ239322.1,0.114011199754712,9.992007221626409e-16
13756,C6orf141,0.114015492515268,9.992007221626409e-16
31803,TMEM91,0.114126667358113,1.33226762955019e-15
16272,DMGDH,0.114180828696431,9.992007221626409e-16
20568,KLF5,0.114334605638898,1.33226762955019e-15
33057,VPS13C,0.114507229598805,1.11022302462516e-15
39484,ENSG00000287083,0.114512287232156,9.992007221626409e-16
20801,L3MBTL3,0.114533199578004,1.11022302462516e-15
30618,STAT4,0.114638860881793,9.992007221626409e-16
28721,RSRP1,0.114676120653654,1.33226762955019e-15
27495,PSD2,0.114726065490608,1.11022302462516e-15
17265,FAM107A,0.115037383471732,1.11022302462516e-15
32984,VASH2,0.115156526323114,1.11022302462516e-15
22034,LINC01776,0.115259207089355,1.88737914186277e-15
27905,RAI2,0.115392320608032,1.33226762955019e-15
31950,TOMM20,0.115548095005438,1.11022302462516e-15
20606,KLHL32,0.115573598568625,1.11022302462516e-15
32537,TUBE1,0.115708888272492,1.11022302462516e-15
17860,FNDC3A,0.115734335538077,1.33226762955019e-15
18307,GDNF-AS1,0.115932287892806,1.27675647831893e-15
27314,PRKACB,0.116056693911906,1.11022302462516e-15
22822,LINC02646,0.116072986389726,1.11022302462516e-15
22190,LINC01945,0.11615465539149,1.11022302462516e-15
14685,CEP112,0.116535242069854,9.992007221626409e-16
14650,CELF4,0.116537743232579,1.33226762955019e-15
15577,CSPP1,0.116626784135543,1.33226762955019e-15
14758,CFAP43,0.116737039613766,1.0547118733939e-15
7970,ADAMTS10,0.116843297935734,1.27675647831893e-15
19372,HNRNPU,0.116902486857161,1.33226762955019e-15
23986,MIR137HG,0.117056320524473,1.11022302462516e-15
18515,GNAS,0.117221614133933,1.33226762955019e-15
14249,CCDC77,0.117221800290806,9.992007221626409e-16
9945,AL353576.1,0.117306003773794,1.11022302462516e-15
4385,AC073530.1,0.117456367339343,1.11022302462516e-15
23522,MAP1B,0.117471282962973,1.33226762955019e-15
42004,ENSG00000289473,0.11750591186835,9.992007221626409e-16
31402,TIAM1,0.117650037118898,1.6098233857064801e-15
28184,REV3L,0.117769553940821,1.33226762955019e-15
6999,AC117461.1,0.117875303736611,1.11022302462516e-15
31161,TCTEX1D2,0.118155613637285,9.992007221626409e-16
24534,MYCBP2,0.118367775904757,9.992007221626409e-16
18044,FTX,0.118683851722739,1.11022302462516e-15
25347,NRSN1,0.118722760189353,1.11022302462516e-15
31083,TBX19,0.119098370975882,1.22124532708767e-15
3140,AC021979.3,0.119142985998562,9.992007221626409e-16
25042,NINL,0.119161531242099,1.11022302462516e-15
26972,POC5,0.119206557489865,9.992007221626409e-16
11442,ALKAL2,0.11927883076141,1.11022302462516e-15
33731,ZFR2,0.119462183322289,1.33226762955019e-15
13946,CAMKV,0.119727229819085,1.33226762955019e-15
26313,PCSK1N,0.119769284877711,1.33226762955019e-15
31927,TNR,0.119773195799413,1.11022302462516e-15
29733,SLC39A10,0.119809829532426,9.992007221626409e-16
3077,AC021231.1,0.119837273100586,1.3877787807814502e-15
21039,LIN7A,0.119873748147216,9.992007221626409e-16
28193,RFC3,0.119985007818705,1.11022302462516e-15
31200,TEK,0.120125841186104,1.11022302462516e-15
23607,MARCH11,0.120227836814613,1.3877787807814502e-15
29311,SH3D19,0.120475488208397,1.11022302462516e-15
18784,GRHL1,0.120502850594908,9.992007221626409e-16
25188,NORAD,0.12053058101787,1.33226762955019e-15
24908,NECTIN3,0.120545578583688,1.11022302462516e-15
33554,ZBBX,0.1205638758503,1.11022302462516e-15
31229,TERF2IP,0.120584803708176,1.11022302462516e-15
21540,LINC01138,0.120637556942997,1.11022302462516e-15
905,AC006460.2,0.12081651470364,1.11022302462516e-15
19511,HSP90AB1,0.120956306875741,1.33226762955019e-15
42320,CLXN,0.121147122332891,9.992007221626409e-16
21028,LIMS1,0.121159632908917,1.11022302462516e-15
24595,MYO1B,0.121303559905241,1.11022302462516e-15
32494,TTLL7,0.121370832819645,1.11022302462516e-15
27157,PPP1R12A,0.121457937458988,9.992007221626409e-16
40253,LINC03000,0.121895192271781,9.992007221626409e-16
32472,TTC8,0.122177927748135,9.992007221626409e-16
15419,CPSF6,0.122225587452217,1.33226762955019e-15
16289,DMXL2,0.122285573331508,1.11022302462516e-15
12923,AUH,0.122414855830672,9.992007221626409e-16
15527,CRYBG3,0.122745604722458,9.992007221626409e-16
17767,FHOD3,0.122831355572389,1.33226762955019e-15
31279,TEX9,0.123090258080591,1.11022302462516e-15
14795,CFLAR,0.123323408821339,1.11022302462516e-15
40827,ENSG00000231533,0.123326769494216,9.992007221626409e-16
27947,RAPGEF4,0.123346218134197,9.992007221626409e-16
28543,RPH3A,0.123399840648308,1.27675647831893e-15
12474,ARFGEF3,0.123904625955275,1.33226762955019e-15
18896,GTF2F2,0.124093009951473,9.992007221626409e-16
11559,ANKRD12,0.124096763876301,1.11022302462516e-15
20652,KMT2A,0.124258159006795,1.11022302462516e-15
17139,ETS2,0.124304787693237,1.27675647831893e-15
31520,TMC2,0.124326480671488,9.992007221626409e-16
32743,UCHL1,0.124390549450794,1.33226762955019e-15
40946,ENSG00000287100,0.124785928098249,9.992007221626409e-16
42961,ENSG00000288891,0.124926770591886,9.992007221626409e-16
24608,MYO6,0.125138302685593,9.992007221626409e-16
12977,B4GALNT3,0.125178993448234,9.992007221626409e-16
24648,N4BP2L2,0.125184666339048,9.992007221626409e-16
14201,CCDC196,0.125506582344161,1.11022302462516e-15
23834,MEST,0.125610413807399,1.33226762955019e-15
12486,ARHGAP12,0.125778905038727,1.11022302462516e-15
18370,GHSR,0.125925647643862,9.992007221626409e-16
30538,SSTR2,0.125980645759461,1.33226762955019e-15
27446,PRRG4,0.126095722312827,9.992007221626409e-16
27628,PTK2B,0.126164895036708,1.11022302462516e-15
13932,CALY,0.12627156224963,1.33226762955019e-15
18789,GRIA2,0.126319559855301,1.33226762955019e-15
24087,MLXIPL,0.12673248853002,1.11022302462516e-15
19327,HMGCLL1,0.126791591521676,9.992007221626409e-16
25351,NRXN1,0.127110606593176,1.11022302462516e-15
32991,VAV3,0.127118210030658,1.11022302462516e-15
28968,SCN3A,0.127281215842223,1.11022302462516e-15
14233,CCDC6,0.127325020950784,1.11022302462516e-15
25620,OPRK1,0.127647666365784,1.33226762955019e-15
25190,NOS1AP,0.127764674599751,1.11022302462516e-15
15334,CORO1C,0.127916162684318,1.11022302462516e-15
23663,MBD5,0.127954914013773,9.992007221626409e-16
15067,CLIP4,0.127976436784835,9.992007221626409e-16
18767,GRAMD1B,0.128247157976163,1.11022302462516e-15
16951,ENTHD1,0.128683062842173,1.11022302462516e-15
29879,SLF1,0.128990524190488,9.992007221626409e-16
38508,LINC03051,0.129082487797739,9.992007221626409e-16
19331,HMGN1,0.129120916128257,1.11022302462516e-15
12540,ARHGEF26-AS1,0.129218921359915,1.11022302462516e-15
13281,BRINP2,0.129535485937999,1.11022302462516e-15
8099,ADRB1,0.130198777535334,1.11022302462516e-15
30225,SOX9-AS1,0.13051215148193,1.11022302462516e-15
18457,GLP2R,0.130804303303977,9.992007221626409e-16
18534,GNG2,0.130844934942835,1.33226762955019e-15
15553,CSGALNACT1,0.131138114181436,1.5543122344752201e-15
23335,LUC7L3,0.13130160041015,1.0547118733939e-15
29283,SGSM1,0.131558264041054,9.992007221626409e-16
