Gene,Phase C p-value,Phase C effect,Phase C fold-change,Phase D p-value,Phase D effect,Pct cells,Phase,Highly expressed C+,Highly expressed C-,De-repressed phase D,Case-control p-value,Case-control fold-change
LRIG1,0.00189,-0.003578747,0.585,3.42e-33,3.855035,7.39,D,N,N,N,0.246,0.753
LRP10,0.376,-0.001392406,0.812,4.77e-17,4.081333,1.73,D,N,N,N,0.882,1.299
LRP2,0.0209,-0.007164001,0.341,6.76e-13,5.421542,0.96,D,N,N,N,0.656,1.179
LRP2BP,6e-19,0.002262557,1.404,1.05e-19,0.7955079,78.9,D,N,N,N,0.0625,0.886
LRP4,0.00018,-0.007008623,0.349,1.52e-42,5.881835,2.08,D,N,N,N,0.0805,0.769
LRRC63,0.346,-0.002243168,0.714,5.1e-12,4.75304,1.06,D,N,N,N,0.601,1.113
LTBP1,0.309,-0.0008267512,0.883,1.53e-15,2.013795,17.71,D,N,N,N,0.919,0.968
LUC7L3,3.81e-11,0.0007181279,1.114,3.99e-14,0.2765039,99.94,D,N,N,N,0.0971,0.956
MAGED2,0.982,2.039877e-05,1.003,2.69e-12,1.979532,6.88,D,N,N,N,0.197,1.467
MAL,0.0586,-0.004810812,0.486,3.96e-19,9.523275,0.33,D,N,N,Y,0.377,5.853
MAML2,0.017,0.001724977,1.295,4.91e-17,1.926762,23.69,D,N,N,N,0.232,1.143
MAP4K4,6.95e-08,0.001457391,1.244,1e-22,0.8882443,78.72,D,N,N,N,0.16,1.109
MAPKAPK2,0.000612,0.003837821,1.778,6.94e-36,4.913161,1.92,D,N,N,N,0.000242,4.838
MAPT,0.000865,0.0003963455,1.061,5.99e-17,0.3343356,99.96,D,N,N,N,0.254,1.064
MARCKS,3.84e-05,0.001904326,1.331,1.8e-20,1.40421,28.24,D,N,N,N,0.776,1.234
MBP,1.75e-06,-0.006052251,0.403,1.87e-64,6.109071,7.73,D,N,N,N,0.0875,4.472
MIR219A2,8.92e-05,-0.009256577,0.249,2.23e-33,5.550733,1.73,D,N,N,N,0.218,1.809
MLC1,0.0402,-0.0063193,0.388,3.83e-15,5.883125,0.51,D,N,N,N,0.00399,0.536
MOBP,0.00701,-0.001599181,0.787,3.2e-29,2.021722,29.61,D,N,N,N,0.0014,1.36
MOG,0.000158,-0.005653244,0.428,2.4e-48,5.869292,2.84,D,N,N,N,0.112,1.744
MRFAP1,0.484,0.0003806968,1.059,5.43e-22,1.546804,20.91,D,N,N,N,0.00529,0.568
MRPL20,0.0469,-0.0008118144,0.885,7.63e-14,0.9467612,45.56,D,N,N,N,0.000412,0.497
MRVI1,0.756,0.0002667392,1.041,1.61e-21,2.466642,10.37,D,N,N,N,0.000174,0.438
MSC-AS1,0.925,0.0001475238,1.022,8.66e-14,3.780369,3.63,D,N,N,N,0.0245,2.896
MT-CO2,0.0137,0.0008961613,1.144,9.18e-11,0.7614033,80.9,D,N,N,N,0.000502,3.576
MT2A,0.000829,-0.007776495,0.311,9.02e-33,5.803264,2.29,D,N,N,N,0.000134,0.919
MT3,0.000179,-0.007261908,0.336,3.47e-31,4.661979,3.8,D,N,N,N,0.155,1.412
MTCH1,0.0012,0.0006804569,1.107,1.6e-22,0.6671125,89.57,D,N,N,N,0.616,1.003
MUM1,0.00671,0.0006458963,1.102,3.26e-13,0.5778345,80.31,D,N,N,N,0.98,1.033
MYL6,0.738,0.0002071406,1.032,9.89e-22,1.804201,16.28,D,N,N,N,0.00204,0.608
MYO10,0.432,-0.0008871952,0.875,7.51e-24,3.467969,5.12,D,N,N,N,0.0127,0.678
MYO1E,0.415,-0.00103589,0.856,7.25e-20,3.246803,4.63,D,N,N,N,0.0264,0.759
MYRF,0.0064,-0.005289515,0.452,5.38e-26,5.127479,1.92,D,N,N,N,0.606,1.353
MZT2B,0.00416,-0.001467996,0.802,5.55e-15,1.210821,31.12,D,N,N,N,0.000334,0.303
NAB1,0.0033,0.001725049,1.295,7.76e-13,1.425661,24.32,D,N,N,N,0.646,1.103
NACA,0.015,-0.0009045592,0.873,5.88e-18,0.9702497,59.58,D,N,N,N,1.14e-06,0.353
NACC2,0.227,-0.001061627,0.853,9.65e-14,2.036343,10.28,D,N,N,N,0.237,4.666
NCKAP5,0.161,0.0007585019,1.121,7.07e-13,1.27261,49.13,D,N,N,N,0.179,0.859
NCOR1,6.43e-11,0.0006951424,1.11,7.9e-12,0.2477328,99.94,D,N,N,N,0.000768,1.08
NDE1,0.0773,-0.0019338,0.748,9.97e-18,2.583497,6.2,D,N,N,N,0.707,0.998
NDRG1,0.000655,-0.008894762,0.263,2.14e-22,6.357245,1.27,D,N,N,N,0.189,1.283
NDRG2,0.000104,-0.01063043,0.203,2.12e-35,6.871107,1.1,D,N,N,N,0.0107,0.923
NDUFA1,0.886,-0.0001015251,0.985,2.51e-15,1.640318,15.24,D,N,N,N,8.93e-05,0.426
NDUFA2,0.0433,-0.001326797,0.82,1.53e-13,1.415985,19.2,D,N,N,N,6.78e-05,0.413
NDUFA3,0.523,0.0003351103,1.052,8.69e-17,1.366932,24.42,D,N,N,N,0.0586,0.7
NDUFA4,0.385,-0.0002915078,0.957,7.9e-14,0.7704848,65.86,D,N,N,N,0.00297,0.557
NDUFAF3,0.722,0.0003719981,1.057,3.14e-21,2.993585,4.02,D,N,N,N,0.0142,0.983
NDUFB10,0.224,-0.0009811881,0.863,8.06e-12,1.585374,12.39,D,N,N,N,1.78e-05,0.263
NDUFB7,0.00126,-0.005891209,0.413,1.76e-17,3.548856,2.02,D,N,N,N,0.00109,0.446
NDUFB8,0.217,0.0005661659,1.089,1.51e-12,1.026019,31.46,D,N,N,N,0.000517,0.375
NDUFC1,0.629,-0.0002034483,0.97,3.09e-19,1.157379,40.24,D,N,N,N,0.000307,0.465
NDUFS5,0.0298,-0.00108024,0.85,1.5e-19,1.320762,34.5,D,N,N,N,1.13e-05,0.292
NEAT1,8.48e-06,-0.00355553,0.587,6.48e-76,4.380732,19.28,D,N,N,N,0.563,1.091
NEDD8,0.379,0.000411444,1.064,1.42e-16,1.188268,30.57,D,N,N,N,0.000126,0.412
NENF,0.607,-0.0001725925,0.974,6.72e-11,0.6977961,58.8,D,N,N,N,0.0021,0.635
NEUROD2,0.0115,0.003683264,1.738,7.75e-12,3.537332,1.31,D,N,N,N,8.4e-05,3.553
NFIB,0.11,-0.002475713,0.69,1.76e-43,6.508411,2.65,D,N,N,N,9.73e-05,4.475
NFIX,0.00028,-0.006131959,0.399,3.22e-59,9.523106,1.12,D,N,N,Y,0.454,5.308
NFKBIA,0.985,1.456999e-05,1.002,3.11e-13,1.703648,10.24,D,N,N,N,0.0548,0.852
NGB,0.00106,-0.001659103,0.78,3.9e-18,1.221118,34.83,D,N,N,N,0.941,1.116
NINJ2,0.24,-0.001356945,0.816,3.84e-18,2.951904,6.86,D,N,N,N,0.869,1.139
NKX2-5,0.49,-0.001373539,0.814,1.74e-20,9.115648,0.22,D,N,N,Y,0.00471,5.971
NPY,0.0262,-0.006548718,0.374,3.11e-11,4.393079,1.53,D,N,N,N,0.248,2.091
NR2F1-AS1,0.442,0.001025156,1.166,5.55e-15,3.387229,4.65,D,N,N,N,0.00177,1.88
NR4A2,0.714,0.0007076633,1.112,5.28e-16,5.786402,0.47,D,N,N,Y,0.933,3.814
NRN1,3.66e-06,0.003791909,1.766,5.88e-39,3.648216,6.28,D,N,N,N,0.00348,1.741
NUDC,0.247,-0.0003708141,0.946,2.2e-13,0.7381228,61.07,D,N,N,N,0.00792,0.829
NXPH1,0.93,-0.0001686754,0.975,2.34e-14,4.483398,2.88,D,N,N,N,3.43e-05,2.286
OAF,0.115,-0.004582256,0.503,3.5e-12,5.011916,0.59,D,N,N,N,0.0162,0.755
OAZ1,0.0944,0.0005139109,1.08,5.78e-24,0.9685994,59.46,D,N,N,N,0.00435,0.685
ONECUT1,0.916,0.0001247365,1.019,1.8e-66,8.338676,1.35,D,N,N,Y,3.16e-12,25.51
OPALIN,0.00372,-0.009188417,0.252,3.4e-22,8.504725,0.78,D,N,N,N,0.885,1.828
OST4,0.972,-2.742438e-05,0.996,3.74e-19,2.097768,10.39,D,N,N,N,0.0085,0.779
PADI2,0.533,-0.0008593985,0.879,8.59e-16,3.438596,3.0,D,N,N,N,0.302,1.353
PALM2,0.23,0.0004527177,1.07,3.21e-22,1.205156,61.93,D,N,N,N,0.00398,1.348
PANCR,0.0969,-0.003754536,0.569,4.23e-25,8.315791,0.53,D,N,N,Y,0.0978,4.398
PARP14,0.477,0.0009670925,1.156,1.11e-11,2.705534,3.39,D,N,N,N,0.00142,0.623
PARP8,1.02e-09,0.004855612,2.072,9.11e-20,2.488126,16.06,D,N,N,N,9.53e-08,3.572
PBXIP1,0.043,-0.008881729,0.264,3.07e-13,7.894559,0.45,D,N,N,N,0.157,1.151
PCBP1,0.612,-0.0002609134,0.962,9.15e-20,1.369181,24.0,D,N,N,N,0.266,0.898
PCDH15,0.00208,0.002357702,1.424,2.06e-12,1.80084,26.83,D,N,N,N,0.00038,2.586
PCSK1N,4.37e-09,0.002391994,1.432,1.33e-39,1.700467,39.93,D,N,N,N,0.687,1.404
PDE1A,0.173,0.001586979,1.269,1.42e-16,3.083735,9.43,D,N,N,N,0.00109,5.633
PDZRN3,1.69e-06,0.006516981,2.658,5.69e-16,3.664603,4.31,D,N,N,N,0.697,1.169
PEA15,0.00366,0.001060215,1.172,3.48e-14,0.9296357,46.89,D,N,N,N,0.0449,3.677
PEBP1,0.565,-0.0001732834,0.974,5.43e-22,0.9045405,73.33,D,N,N,N,0.00485,0.669
PEX5L,6.66e-06,-0.002318308,0.706,1.22e-17,1.388076,57.23,D,N,N,N,1.41e-08,1.548
PFDN5,0.137,-0.0005253599,0.924,6.06e-14,0.8030074,58.54,D,N,N,N,5.17e-06,0.322
PFKP,0.00204,0.00125828,1.208,7.64e-15,1.06616,41.42,D,N,N,N,0.0596,0.889
PFN1,0.0536,-0.004149109,0.537,5.99e-14,4.318584,1.04,D,N,N,N,0.0198,0.918
PHLDB1,0.548,0.0002851433,1.044,4.56e-24,1.554641,28.57,D,N,N,N,0.0114,1.298
PHPT1,0.275,-0.001114613,0.846,3.38e-14,2.120711,6.3,D,N,N,N,0.000875,0.812
PHYHIPL,0.908,4.975701e-05,1.007,8.61e-18,1.193515,51.03,D,N,N,N,0.438,1.105
PIEZO2,4.06e-05,-0.004481047,0.511,1.95e-17,2.47293,10.96,D,N,N,N,0.000749,0.719
PITX1,0.00631,0.003773195,1.761,4.96e-11,3.314056,1.33,D,N,N,N,1.37e-05,5.364
PLA2G16,0.573,-0.0003734149,0.946,1.13e-37,2.844758,13.71,D,N,N,N,0.127,3.935
PLA2G4A,0.283,-0.002591647,0.678,1.47e-12,4.71915,0.98,D,N,N,N,0.0641,1.097
PLCB4,0.611,-0.0003776765,0.945,1.58e-12,1.690694,25.75,D,N,N,N,4.25e-05,1.729
PLEKHG1,0.336,-0.001191291,0.836,1.38e-20,3.185545,3.86,D,N,N,N,0.426,0.978
PLEKHH1,2.57e-06,-0.00168406,0.777,2.11e-30,1.276788,59.07,D,N,N,N,0.958,1.012
PLOD2,0.643,-0.000797756,0.887,2.96e-21,5.089596,3.12,D,N,N,N,0.133,2.6
PLP1,0.000119,-0.01017904,0.217,9.64e-35,8.990465,1.78,D,N,N,N,0.129,2.013
PLPP3,0.126,-0.003144964,0.624,8.17e-14,4.26906,2.06,D,N,N,N,0.00149,0.538
PLS3,0.179,-0.003070475,0.631,3.18e-23,8.500988,0.35,D,N,N,Y,0.00326,4.8
PLSCR4,0.21,-0.003916692,0.556,3.05e-11,6.148492,0.47,D,N,N,N,0.00814,1.092
PLXNB1,0.0525,-0.002443758,0.693,5.32e-15,2.541196,5.31,D,N,N,N,0.743,1.247
PMP22,1.59e-05,-0.003500459,0.592,4.03e-13,1.807428,21.26,D,N,N,N,0.676,0.907
POLR2F,2.08e-05,-0.00158934,0.788,3.34e-12,0.7961389,59.93,D,N,N,N,0.125,1.041
POLR2I,0.696,0.0004434381,1.069,6.21e-14,2.335159,3.88,D,N,N,N,0.00042,0.306
POLR2J,0.108,-0.001576413,0.789,8.5e-12,1.819975,8.08,D,N,N,N,0.00644,0.735
POLR2L,0.711,0.0004860093,1.076,1.47e-16,3.106752,2.26,D,N,N,N,0.00888,1.291
POU4F1,0.672,-0.000930951,0.87,3.09e-13,9.045089,0.18,D,N,N,Y,0.0103,5.451
POU4F2,0.216,-0.002626583,0.674,4.7e-18,8.712945,0.22,D,N,N,Y,6e-05,17.804
PPDPF,0.0116,-0.001588957,0.788,5.6e-18,1.507141,22.49,D,N,N,N,0.0625,0.826
PPFIBP2,0.28,-0.001632257,0.783,2.07e-15,3.647377,2.9,D,N,N,N,0.0491,2.782
PPP3CB-AS1,0.65,0.0003287803,1.051,6.3e-11,1.53202,15.14,D,N,N,N,0.992,1.093
PRDM13,0.341,-0.00259379,0.678,1.3e-12,9.318864,0.12,D,N,N,Y,0.000101,11.785
PRDM16,0.292,-0.001780916,0.766,1.39e-15,3.60482,2.18,D,N,N,N,0.105,0.895
PRDX1,0.0292,-0.004434698,0.514,1.3e-20,4.596431,1.29,D,N,N,N,0.443,0.988
PRDX2,0.53,0.0003909447,1.06,3.19e-22,1.83445,15.61,D,N,N,N,0.511,1.802
PRDX5,0.14,-0.001475802,0.801,4.46e-30,3.017346,5.96,D,N,N,N,3.37e-05,0.247
PRELID1,0.21,-0.001358264,0.816,2.24e-18,2.532201,4.86,D,N,N,N,0.000898,0.717
PREX1,0.242,-0.001383401,0.813,9.23e-27,3.809981,5.2,D,N,N,N,0.022,0.857
PREX2,0.58,-0.0002806431,0.959,4.45e-13,1.194267,50.05,D,N,N,N,0.328,1.137
PRKCA,0.0816,0.0003792935,1.059,4.31e-11,0.474662,93.94,D,N,N,N,0.000307,1.26
PRNP,0.00095,0.0006882392,1.109,1.64e-14,0.5177115,94.53,D,N,N,N,0.226,1.165
PROX1,0.169,-0.001517533,0.796,9.18e-12,2.098283,8.65,D,N,N,N,0.104,0.998
PRR5L,0.0315,-0.003516461,0.59,5.71e-23,4.576257,2.88,D,N,N,N,0.418,1.044
PRUNE2,0.297,-0.0001471656,0.978,7.41e-18,0.3966616,99.57,D,N,N,N,0.00332,1.064
PSENEN,0.389,-0.001960594,0.745,6.74e-11,4.129142,0.71,D,N,N,N,0.0374,2.099
PSMA7,0.922,4.003733e-05,1.006,4.13e-14,1.001544,42.77,D,N,N,N,0.000321,0.474
PSMC5,0.95,4.34862e-05,1.007,1.63e-13,1.546457,12.39,D,N,N,N,0.00556,0.441
PTMA,0.204,-0.0007616984,0.892,5.52e-42,2.574127,24.06,D,N,N,N,0.000108,0.489
PTPRC,0.326,-0.002892842,0.648,9.61e-12,5.585066,0.73,D,N,N,N,0.000313,0.604
PTPRK,1.78e-06,-0.002257356,0.713,4.95e-40,1.939469,54.03,D,N,N,N,0.0224,0.931
PTPRZ1,1.52e-06,-0.005024265,0.471,7.68e-34,3.953718,14.22,D,N,N,N,0.000536,3.435
QKI,0.933,1.905958e-05,1.003,7.92e-11,0.4840214,96.8,D,N,N,N,0.162,1.086
RABAC1,0.658,0.00049578,1.077,2.76e-18,2.71966,4.08,D,N,N,N,0.0923,1.44
RAC1,0.128,0.0003568179,1.055,1.72e-12,0.5386426,83.21,D,N,N,N,9.18e-05,0.737
RACK1,0.654,0.000177874,1.027,1.66e-22,1.218862,38.07,D,N,N,N,0.0711,0.854
RANBP3L,0.0341,-0.003849208,0.561,1.13e-21,4.541555,2.33,D,N,N,N,0.0169,0.733
RASA3,0.0758,-0.002704928,0.666,2e-12,2.945161,3.8,D,N,N,N,0.321,1.526
RASGRP3,0.459,-0.000499135,0.928,3.02e-11,1.36134,20.32,D,N,N,N,0.00507,0.8
RASL12,0.07,-0.004744261,0.491,2.84e-16,5.242977,0.78,D,N,N,N,0.0457,1.034
RASSF2,0.132,-0.003948683,0.553,4.2e-14,5.123945,0.59,D,N,N,N,0.0148,1.339
RASSF4,0.511,-0.0007421917,0.895,2.49e-37,3.795889,3.9,D,N,N,N,0.798,1.981
RFTN2,0.000194,-0.006627219,0.37,1.19e-35,5.71812,2.82,D,N,N,N,0.947,0.988
RGCC,0.000286,-0.004782232,0.488,1.16e-16,3.115241,6.12,D,N,N,N,0.989,0.691
RGMA,0.000713,-0.003546847,0.587,1.18e-19,2.48121,9.35,D,N,N,N,0.98,0.996
RHBDD2,0.0363,0.000522019,1.081,1.38e-11,0.5473146,80.23,D,N,N,N,0.00615,1.302
RHOB,0.907,-0.0001083436,0.984,3.58e-26,2.61612,6.51,D,N,N,N,0.0483,0.692
RHOU,0.0506,-0.003190828,0.62,3.01e-22,4.725746,1.98,D,N,N,N,0.0856,2.079
RN7SL2,0.00946,-0.002675782,0.669,1.41e-24,2.985332,8.04,D,N,N,N,0.188,0.523
RNF219-AS1,0.013,-0.00364882,0.578,7.09e-41,5.809204,3.84,D,N,N,N,0.833,1.15
RNF220,0.00045,-0.001925443,0.749,1.19e-73,2.992403,32.97,D,N,N,N,0.503,1.049
RPL10,0.0325,-0.001524158,0.796,1.69e-24,2.041111,18.38,D,N,N,N,4.54e-05,0.301
RPL10A,0.983,-1.321518e-05,0.998,1.87e-21,1.72808,18.16,D,N,N,N,3.53e-05,0.282
RPL11,0.00131,-0.002262021,0.712,8.97e-17,1.635531,23.02,D,N,N,N,3.42e-07,0.22
RPL12,0.0507,-0.00153907,0.794,3.46e-15,1.754994,16.53,D,N,N,N,1.28e-06,0.22
RPL13,0.0109,0.001643765,1.28,1.48e-35,2.37555,15.53,D,N,N,N,0.000422,0.328
RPL13A,0.776,-0.0002043946,0.97,1.01e-29,2.308333,15.77,D,N,N,N,2.45e-05,0.207
RPL14,0.0687,-0.0007887923,0.888,7.09e-19,1.144014,46.11,D,N,N,N,4.69e-07,0.243
RPL15,0.0564,0.0009382136,1.151,4.86e-21,1.394059,26.83,D,N,N,N,0.000643,0.447
RPL18,0.424,0.0006754035,1.107,2.15e-37,3.097118,7.75,D,N,N,N,0.0237,1.246
RPL18A,0.334,0.0008733045,1.14,1.34e-22,2.514662,7.98,D,N,N,N,0.000731,0.717
RPL19,0.702,-0.0002709772,0.96,1.82e-20,1.888186,17.1,D,N,N,N,9.93e-06,0.237
RPL21,4.05e-05,-0.003135022,0.625,5.5e-23,2.036858,19.24,D,N,N,N,1.42e-05,0.207
RPL22,0.0153,-0.0008543823,0.88,7.81e-13,0.7593943,62.09,D,N,N,N,9.91e-08,0.298
RPL23A,0.0526,-0.001691866,0.776,8.07e-16,1.977737,13.98,D,N,N,N,3.88e-05,0.19
RPL24,0.086,-0.0009846204,0.863,5.03e-18,1.46857,32.99,D,N,N,N,3.71e-07,0.22
RPL26,0.0236,-0.001896338,0.752,5.07e-19,2.050916,14.67,D,N,N,N,9.86e-08,0.184
RPL27,0.0293,-0.001656341,0.78,6e-13,1.538913,15.61,D,N,N,N,3.03e-05,0.257
RPL28,0.402,-0.0004768411,0.931,3.72e-33,1.979012,24.71,D,N,N,N,0.00303,0.402
RPL29,0.48,-0.0006393586,0.909,1.11e-31,2.894492,7.26,D,N,N,N,0.000689,0.71
RPL3,0.0306,0.001490196,1.25,3.29e-27,2.222201,13.24,D,N,N,N,8.27e-05,0.191
RPL30,0.00595,-0.001108142,0.847,4.54e-21,1.152851,54.64,D,N,N,N,4.55e-07,0.233
RPL32,0.00905,-0.001822225,0.761,5.37e-21,1.878295,23.83,D,N,N,N,1.06e-05,0.249
RPL34,9.07e-05,-0.002006392,0.74,4.07e-14,1.138488,46.34,D,N,N,N,9.9e-08,0.256
RPL35,0.136,-0.001519652,0.796,2.46e-19,2.471271,8.26,D,N,N,N,0.000132,0.197
RPL35A,0.0196,-0.001430233,0.807,7.9e-15,1.35068,28.87,D,N,N,N,1.22e-06,0.269
RPL36,0.109,-0.00190679,0.751,6.39e-27,3.348182,4.45,D,N,N,N,1.18e-05,0.145
RPL36AL,0.000941,-0.002983379,0.639,7.89e-16,1.837297,13.32,D,N,N,N,3.41e-06,0.224
RPL38,1.83e-07,-0.00364857,0.579,1.64e-13,1.415318,28.08,D,N,N,N,1.6e-06,0.254
RPL39,0.0626,-0.001485676,0.8,2.77e-13,1.571595,13.47,D,N,N,N,1.53e-05,0.229
RPL4,0.486,-0.0002894207,0.958,7e-12,0.8432034,40.3,D,N,N,N,3.65e-05,0.536
RPL41,0.000834,-0.004897951,0.48,2.61e-19,3.164068,4.41,D,N,N,N,3.72e-05,0.255
RPL5,0.0166,0.000745604,1.118,1.82e-22,0.970279,61.93,D,N,N,N,5.55e-06,0.378
RPL6,0.668,0.0002031733,1.031,3.35e-18,1.252637,34.89,D,N,N,N,4.87e-06,0.254
RPL7,0.61,-0.0004093052,0.94,1.1e-17,1.940729,13.3,D,N,N,N,1.44e-07,0.185
RPL7A,0.0125,0.001575654,1.267,2.33e-25,1.957093,17.43,D,N,N,N,2.1e-05,0.284
RPL8,0.994,7.184058e-06,1.001,7.63e-31,3.04445,5.02,D,N,N,N,0.00316,0.344
RPL9,0.224,-0.0009432554,0.868,1.17e-29,2.493213,12.41,D,N,N,N,9.79e-06,0.161
RPLP0,0.515,-0.0005963109,0.914,3.07e-11,1.841366,9.53,D,N,N,N,0.0334,0.909
RPLP1,0.00272,-0.0020434,0.736,2.87e-29,2.182302,25.85,D,N,N,N,1.42e-05,0.251
RPLP2,1.54e-05,-0.002424175,0.695,1.06e-16,1.32227,36.22,D,N,N,N,8.22e-06,0.333
RPS11,0.189,-0.001018342,0.858,5.5e-21,1.9939,14.02,D,N,N,N,0.000519,0.346
RPS12,0.000129,-0.004035133,0.546,1.24e-20,2.565625,11.57,D,N,N,N,2.12e-06,0.121
RPS13,0.0167,-0.002979437,0.64,2.03e-23,3.257383,5.33,D,N,N,N,1.03e-05,0.181
RPS14,0.69,0.0002836692,1.043,3.07e-26,2.152976,15.32,D,N,N,N,3.57e-05,0.173
RPS15,0.632,-0.0004300439,0.938,2.47e-39,3.233972,8.75,D,N,N,N,0.000986,0.322
RPS15A,0.0775,-0.001488905,0.8,1.38e-22,2.297462,10.06,D,N,N,N,2.01e-06,0.201
RPS16,0.127,-0.001462621,0.803,1.59e-26,2.799482,7.02,D,N,N,N,0.000336,0.278
RPS17,0.853,-0.0001522538,0.977,6.64e-22,2.219603,10.12,D,N,N,N,0.000656,0.385
RPS18,0.131,-0.001431966,0.807,1.48e-21,2.450796,9.12,D,N,N,N,2.67e-05,0.146
RPS19,0.125,-0.0008964079,0.874,1.06e-29,1.867458,23.46,D,N,N,N,5.78e-05,0.224
RPS19BP1,0.26,0.001117014,1.182,7.29e-13,2.225056,4.71,D,N,N,N,0.000607,0.484
RPS2,0.51,-0.0003456467,0.949,4.52e-18,1.313223,26.81,D,N,N,N,0.0154,0.816
RPS21,3.82e-07,-0.004524413,0.507,4.25e-17,1.995876,18.4,D,N,N,N,1.22e-06,0.198
RPS23,0.00119,-0.00239706,0.698,5.32e-20,1.912623,23.1,D,N,N,N,3.32e-07,0.173
RPS24,0.0293,-0.0009116477,0.872,2.25e-15,1.008741,56.87,D,N,N,N,1.27e-06,0.316
RPS25,0.000303,-0.00249014,0.688,6.63e-15,1.513246,26.18,D,N,N,N,1.13e-05,0.293
RPS26,0.224,-0.001308134,0.822,1.41e-23,2.974252,6.81,D,N,N,N,3.8e-06,0.314
RPS27,7.33e-05,-0.00200305,0.74,1.77e-17,1.260387,46.62,D,N,N,N,4.77e-05,0.407
RPS27A,0.00918,-0.002422975,0.695,4.66e-17,2.141549,14.71,D,N,N,N,3.9e-07,0.158
RPS28,0.0378,-0.001351187,0.817,4.77e-32,2.156673,22.28,D,N,N,N,7.33e-05,0.288
RPS29,0.562,0.0001683165,1.026,1.5e-14,0.7184345,70.82,D,N,N,N,0.00161,0.532
RPS3,0.8,-8.651154e-05,0.987,2.11e-14,0.8214881,57.15,D,N,N,N,2.93e-05,0.299
RPS3A,0.934,-7.160226e-05,0.989,6.89e-17,2.090105,9.59,D,N,N,N,2e-05,0.186
RPS4X,0.412,-0.000644707,0.908,1.62e-19,1.966084,13.53,D,N,N,N,7.36e-06,0.196
RPS5,0.000166,-0.004591209,0.502,9.15e-26,3.032778,5.26,D,N,N,N,0.00133,0.671
RPS6,0.503,-0.0006043341,0.913,5.19e-19,2.248574,8.86,D,N,N,N,0.000125,0.172
RPS7,0.981,1.80569e-05,1.003,3.77e-22,2.19498,11.96,D,N,N,N,1.61e-06,0.214
RPS8,0.927,4.794473e-05,1.007,3.91e-15,1.249188,32.65,D,N,N,N,8.44e-07,0.223
RPS9,0.00448,-0.001525752,0.795,7.5e-23,1.552823,29.61,D,N,N,N,2.17e-05,0.255
RPSA,0.193,-0.000588393,0.916,1.36e-22,1.295777,35.99,D,N,N,N,0.000482,0.652
RRBP1,0.035,-0.001657388,0.78,2.37e-12,1.76847,14.34,D,N,N,N,0.0788,0.839
RTL8C,3.28e-08,0.002319813,1.416,1.69e-12,0.9747358,32.5,D,N,N,N,0.073,0.839
SAMD4A,0.00557,0.001435209,1.24,8.78e-15,1.314834,38.2,D,N,N,N,0.636,1.021
SAP18,0.203,0.0005687571,1.089,3.3e-11,0.9342729,33.58,D,N,N,N,8.41e-05,0.427
SARAF,4.26e-07,0.0009795902,1.158,1.82e-18,0.5590133,92.0,D,N,N,N,0.798,1.004
SBDS,0.277,0.0005187997,1.081,4.87e-14,1.125353,29.34,D,N,N,N,0.0577,0.758
